row	column	strain	r_c
23	24	RKPB868	23 24
24	23	RKPB868	24 23
24	24	RKPB868	24 24
23	25	RKPB022	23 25
23	26	RKPB022	23 26
24	25	RKPB022	24 25
24	26	RKPB022	24 26
23	27	RKPR128	23 27
23	28	RKPR128	23 28
24	27	RKPR128	24 27
24	28	RKPR128	24 28
23	29	RKPB023	23 29
23	30	RKPB023	23 30
24	29	RKPB023	24 29
24	30	RKPB023	24 30
23	31	RKPB814	23 31
23	32	RKPB814	23 32
24	31	RKPB814	24 31
24	32	RKPB814	24 32
23	33	RKPB024	23 33
23	34	RKPB024	23 34
24	33	RKPB024	24 33
24	34	RKPB024	24 34
23	35	RKPB815	23 35
23	36	RKPB815	23 36
24	35	RKPB815	24 35
24	36	RKPB815	24 36
23	37	RKPB025	23 37
23	38	RKPB025	23 38
24	37	RKPB025	24 37
24	38	RKPB025	24 38
23	39	RKPB816	23 39
23	40	RKPB816	23 40
24	39	RKPB816	24 39
24	40	RKPB816	24 40
23	41	RKPB027	23 41
23	42	RKPB027	23 42
24	41	RKPB027	24 41
24	42	RKPB027	24 42
23	43	RKPB817	23 43
23	44	RKPB817	23 44
24	43	RKPB817	24 43
24	44	RKPB817	24 44
23	45	RKPB001	23 45
23	46	RKPB001	23 46
24	45	RKPB001	24 45
24	46	RKPB001	24 46
23	47	MKPU201	23 47
23	48	MKPU201	23 48
24	47	MKPU201	24 47
24	48	MKPU201	24 48
25	1	M221	25 1
25	2	M221	25 2
26	1	M221	26 1
26	2	M221	26 2
25	3	M31	25 3
25	4	M31	25 4
26	3	M31	26 3
26	4	M31	26 4
25	5	M254	25 5
25	6	M254	25 6
26	5	M254	26 5
26	6	M254	26 6
25	7	J242	25 7
25	8	J242	25 8
26	7	J242	26 7
26	8	J242	26 8
25	9	M269	25 9
25	10	M269	25 10
26	9	M269	26 9
26	10	M269	26 10
25	11	R70	25 11
25	12	R70	25 12
26	11	R70	26 11
26	12	R70	26 12
25	13	M278	25 13
25	14	M278	25 14
26	13	M278	26 13
26	14	M278	26 14
25	15	M824	25 15
25	16	M824	25 16
26	15	M824	26 15
26	16	M824	26 16
25	17	M471	25 17
25	18	M471	25 18
26	17	M471	26 17
26	18	M471	26 18
25	19	M462	25 19
25	20	M462	25 20
26	19	M462	26 19
26	20	M462	26 20
25	21	M478	25 21
25	22	M478	25 22
26	21	M478	26 21
26	22	M478	26 22
25	23	M495	25 23
25	24	M495	25 24
26	23	M495	26 23
26	24	M495	26 24
25	25	KP051	25 25
25	26	KP051	25 26
26	25	KP051	26 25
26	26	KP051	26 26
25	27	J819	25 27
25	28	J819	25 28
26	27	J819	26 27
26	28	J819	26 28
25	29	M504	25 29
25	30	M504	25 30
26	29	M504	26 29
26	30	M504	26 30
25	31	J70	25 31
25	32	J70	25 32
26	31	J70	26 31
26	32	J70	26 32
25	33	KP064	25 33
25	34	KP064	25 34
26	33	KP064	26 33
26	34	KP064	26 34
25	35	J181	25 35
25	36	J181	25 36
26	35	J181	26 35
26	36	J181	26 36
25	37	M558	25 37
25	38	M558	25 38
26	37	M558	26 37
26	38	M558	26 38
25	39	J197	25 39
25	40	J197	25 40
26	39	J197	26 39
26	40	J197	26 40
25	41	RKPB284	25 41
25	42	RKPB284	25 42
26	41	RKPB284	26 41
26	42	RKPB284	26 42
25	43	R408	25 43
25	44	R408	25 44
26	43	R408	26 43
26	44	R408	26 44
25	45	N25	25 45
25	46	N25	25 46
26	45	N25	26 45
26	46	N25	26 46
25	47	R1350	25 47
25	48	R1350	25 48
26	47	R1350	26 47
26	48	R1350	26 48
27	1	RKPB002	27 1
27	2	RKPB002	27 2
28	1	RKPB002	28 1
28	2	RKPB002	28 2
27	3	RKPB820	27 3
27	4	RKPB820	27 4
28	3	RKPB820	28 3
28	4	RKPB820	28 4
27	5	RKPB004	27 5
27	6	RKPB004	27 6
28	5	RKPB004	28 5
28	6	RKPB004	28 6
27	7	RKPB821	27 7
27	8	RKPB821	27 8
28	7	RKPB821	28 7
28	8	RKPB821	28 8
27	9	RKPB006	27 9
27	10	RKPB006	27 10
28	9	RKPB006	28 9
28	10	RKPB006	28 10
27	11	RKPB822	27 11
27	12	RKPB822	27 12
28	11	RKPB822	28 11
28	12	RKPB822	28 12
27	13	RKPB007	27 13
27	14	RKPB007	27 14
28	13	RKPB007	28 13
28	14	RKPB007	28 14
27	15	RKPB840	27 15
27	16	RKPB840	27 16
28	15	RKPB840	28 15
28	16	RKPB840	28 16
27	17	RKPB009	27 17
27	18	RKPB009	27 18
28	17	RKPB009	28 17
28	18	RKPB009	28 18
27	19	RKPB513	27 19
27	20	RKPB513	27 20
28	19	RKPB513	28 19
28	20	RKPB513	28 20
27	21	MKPB263	27 21
27	22	MKPB263	27 22
28	21	MKPB263	28 21
28	22	MKPB263	28 22
27	23	RKPB803	27 23
27	24	RKPB803	27 24
28	23	RKPB803	28 23
28	24	RKPB803	28 24
27	25	RKPB011	27 25
27	26	RKPB011	27 26
28	25	RKPB011	28 25
28	26	RKPB011	28 26
27	27	RKPB804	27 27
27	28	RKPB804	27 28
28	27	RKPB804	28 27
28	28	RKPB804	28 28
27	29	RKPB014	27 29
27	30	RKPB014	27 30
28	29	RKPB014	28 29
28	30	RKPB014	28 30
27	31	RKPB805	27 31
27	32	RKPB805	27 32
28	31	RKPB805	28 31
28	32	RKPB805	28 32
27	33	RKPB193	27 33
27	34	RKPB193	27 34
28	33	RKPB193	28 33
28	34	RKPB193	28 34
27	35	RKPB806	27 35
27	36	RKPB806	27 36
28	35	RKPB806	28 35
28	36	RKPB806	28 36
27	37	RKPB194	27 37
27	38	RKPB194	27 38
28	37	RKPB194	28 37
28	38	RKPB194	28 38
27	39	RKPB808	27 39
27	40	RKPB808	27 40
28	39	RKPB808	28 39
28	40	RKPB808	28 40
27	41	RKPB195	27 41
27	42	RKPB195	27 42
28	41	RKPB195	28 41
28	42	RKPB195	28 42
27	43	RKPB811	27 43
27	44	RKPB811	27 44
28	43	RKPB811	28 43
28	44	RKPB811	28 44
27	45	RKPB560	27 45
27	46	RKPB560	27 46
28	45	RKPB560	28 45
28	46	RKPB560	28 46
27	47	MKPU203	27 47
27	48	MKPU203	27 48
28	47	MKPU203	28 47
28	48	MKPU203	28 48
29	1	M615	29 1
29	2	M615	29 2
30	1	M615	30 1
30	2	M615	30 2
29	3	J62	29 3
29	4	J62	29 4
30	3	J62	30 3
30	4	J62	30 4
29	5	M825	29 5
29	6	M825	29 6
30	5	M825	30 5
30	6	M825	30 6
29	7	JZ68	29 7
29	8	JZ68	29 8
30	7	JZ68	30 7
30	8	JZ68	30 8
29	9	M873	29 9
29	10	M873	29 10
30	9	M873	30 9
30	10	M873	30 10
29	11	JZ82	29 11
29	12	JZ82	29 12
30	11	JZ82	30 11
30	12	JZ82	30 12
29	13	M891	29 13
29	14	M891	29 14
30	13	M891	30 13
30	14	M891	30 14
29	15	TB72	29 15
29	16	TB72	29 16
30	15	TB72	30 15
30	16	TB72	30 16
29	17	M905	29 17
29	18	M905	29 18
30	17	M905	30 17
30	18	M905	30 18
29	19	MKPR017	29 19
29	20	MKPR017	29 20
30	19	MKPR017	30 19
30	20	MKPR017	30 20
29	21	M936	29 21
29	22	M936	29 22
30	21	M936	30 21
30	22	M936	30 22
29	23	J220	29 23
29	24	J220	29 24
30	23	J220	30 23
30	24	J220	30 24
29	25	MK75	29 25
29	26	MK75	29 26
30	25	MK75	30 25
30	26	MK75	30 26
29	27	J333	29 27
29	28	J333	29 28
30	27	J333	30 27
30	28	J333	30 28
29	29	N1029	29 29
29	30	N1029	29 30
30	29	N1029	30 29
30	30	N1029	30 30
29	31	J561	29 31
29	32	J561	29 32
30	31	J561	30 31
30	32	J561	30 32
29	33	N1049	29 33
29	34	N1049	29 34
30	33	N1049	30 33
30	34	N1049	30 34
29	35	J814	29 35
29	36	J814	29 36
30	35	J814	30 35
30	36	J814	30 36
29	37	N1050	29 37
29	38	N1050	29 38
30	37	N1050	30 37
30	38	N1050	30 38
29	39	M203	29 39
29	40	M203	29 40
30	39	M203	30 39
30	40	M203	30 40
29	41	N1072	29 41
29	42	N1072	29 42
30	41	N1072	30 41
30	42	N1072	30 42
29	43	3	29 43
29	44	3	29 44
30	43	3	30 43
30	44	3	30 44
29	45	N1079	29 45
29	46	N1079	29 46
30	45	N1079	30 45
30	46	N1079	30 46
29	47	19	29 47
29	48	19	29 48
30	47	19	30 47
30	48	19	30 48
31	1	RKPB561	31 1
31	2	RKPB561	31 2
32	1	RKPB561	32 1
32	2	RKPB561	32 2
31	3	RKPR130	31 3
31	4	RKPR130	31 4
32	3	RKPR130	32 3
32	4	RKPR130	32 4
31	5	RKPB201	31 5
31	6	RKPB201	31 6
32	5	RKPB201	32 5
32	6	RKPB201	32 6
31	7	RKPB463	31 7
31	8	RKPB463	31 8
32	7	RKPB463	32 7
32	8	RKPB463	32 8
31	9	RKPB202	31 9
31	10	RKPB202	31 10
32	9	RKPB202	32 9
32	10	RKPB202	32 10
31	11	RKPB464	31 11
31	12	RKPB464	31 12
32	11	RKPB464	32 11
32	12	RKPB464	32 12
31	13	RKPB203	31 13
31	14	RKPB203	31 14
32	13	RKPB203	32 13
32	14	RKPB203	32 14
31	15	RKPB465	31 15
31	16	RKPB465	31 16
32	15	RKPB465	32 15
32	16	RKPB465	32 16
31	17	RKPB204	31 17
31	18	RKPB204	31 18
32	17	RKPB204	32 17
32	18	RKPB204	32 18
31	19	RKPB466	31 19
31	20	RKPB466	31 20
32	19	RKPB466	32 19
32	20	RKPB466	32 20
31	21	RKPB180	31 21
31	22	RKPB180	31 22
32	21	RKPB180	32 21
32	22	RKPB180	32 22
31	23	RKPB467	31 23
31	24	RKPB467	31 24
32	23	RKPB467	32 23
32	24	RKPB467	32 24
31	25	RKPB181	31 25
31	26	RKPB181	31 26
32	25	RKPB181	32 25
32	26	RKPB181	32 26
31	27	RKPB468	31 27
31	28	RKPB468	31 28
32	27	RKPB468	32 27
32	28	RKPB468	32 28
31	29	MKPB267	31 29
31	30	MKPB267	31 30
32	29	MKPB267	32 29
32	30	MKPB267	32 30
31	31	RKPB510	31 31
31	32	RKPB510	31 32
32	31	RKPB510	32 31
32	32	RKPB510	32 32
31	33	RKPB183	31 33
31	34	RKPB183	31 34
32	33	RKPB183	32 33
32	34	RKPB183	32 34
31	35	RKPB511	31 35
31	36	RKPB511	31 36
32	35	RKPB511	32 35
32	36	RKPB511	32 36
31	37	RKPB184	31 37
31	38	RKPB184	31 38
32	37	RKPB184	32 37
32	38	RKPB184	32 38
31	39	RKPB512	31 39
31	40	RKPB512	31 40
32	39	RKPB512	32 39
32	40	RKPB512	32 40
31	41	RKPB562	31 41
31	42	RKPB562	31 42
32	41	RKPB562	32 41
32	42	RKPB562	32 42
31	43	RKPB453	31 43
31	44	RKPB453	31 44
32	43	RKPB453	32 43
32	44	RKPB453	32 44
31	45	RKPB187	31 45
31	46	RKPB187	31 46
32	45	RKPB187	32 45
32	46	RKPB187	32 46
31	47	RKPR131	31 47
31	48	RKPR131	31 48
32	47	RKPR131	32 47
32	48	RKPR131	32 48
