row	column	strain	r_c
24	23	HKPB053	24 23
24	24	HKPB053	24 24
23	25	RKPR025	23 25
23	26	RKPR025	23 26
24	25	RKPR025	24 25
24	26	RKPR025	24 26
23	27	RKPB003	23 27
23	28	RKPB003	23 28
24	27	RKPB003	24 27
24	28	RKPB003	24 28
23	29	RKPR026	23 29
23	30	RKPR026	23 30
24	29	RKPR026	24 29
24	30	RKPR026	24 30
23	31	RKPB026	23 31
23	32	RKPB026	23 32
24	31	RKPB026	24 31
24	32	RKPB026	24 32
23	33	RKPR027	23 33
23	34	RKPR027	23 34
24	33	RKPR027	24 33
24	34	RKPR027	24 34
23	35	RKPB031	23 35
23	36	RKPB031	23 36
24	35	RKPB031	24 35
24	36	RKPB031	24 36
23	37	RKPR029	23 37
23	38	RKPR029	23 38
24	37	RKPR029	24 37
24	38	RKPR029	24 38
23	39	RKPU083	23 39
23	40	RKPU083	23 40
24	39	RKPU083	24 39
24	40	RKPU083	24 40
23	41	RKPR030	23 41
23	42	RKPR030	23 42
24	41	RKPR030	24 41
24	42	RKPR030	24 42
23	43	RKPB077	23 43
23	44	RKPB077	23 44
24	43	RKPB077	24 43
24	44	RKPB077	24 44
23	45	RKPR032	23 45
23	46	RKPR032	23 46
24	45	RKPR032	24 45
24	46	RKPR032	24 46
23	47	RKPB133	23 47
23	48	RKPB133	23 48
24	47	RKPB133	24 47
24	48	RKPB133	24 48
25	1	112A	25 1
25	2	112A	25 2
26	1	112A	26 1
26	2	112A	26 2
25	3	HKPR004	25 3
25	4	HKPR004	25 4
26	3	HKPR004	26 3
26	4	HKPR004	26 4
25	5	105K	25 5
25	6	105K	25 6
26	5	105K	26 5
26	6	105K	26 6
25	7	29C	25 7
25	8	29C	25 8
26	7	29C	26 7
26	8	29C	26 8
25	9	105J	25 9
25	10	105J	25 10
26	9	105J	26 9
26	10	105J	26 10
25	11	41D	25 11
25	12	41D	25 12
26	11	41D	26 11
26	12	41D	26 12
25	13	105I	25 13
25	14	105I	25 14
26	13	105I	26 13
26	14	105I	26 14
25	15	421	25 15
25	16	421	25 16
26	15	421	26 15
26	16	421	26 16
25	17	105H	25 17
25	18	105H	25 18
26	17	105H	26 17
26	18	105H	26 18
25	19	55	25 19
25	20	55	25 20
26	19	55	26 19
26	20	55	26 20
25	21	105G	25 21
25	22	105G	25 22
26	21	105G	26 21
26	22	105G	26 22
25	23	RKPU119	25 23
25	24	RKPU119	25 24
26	23	RKPU119	26 23
26	24	RKPU119	26 24
25	25	105F	25 25
25	26	105F	25 26
26	25	105F	26 25
26	26	105F	26 26
25	27	MKPR001	25 27
25	28	MKPR001	25 28
26	27	MKPR001	26 27
26	28	MKPR001	26 28
25	29	105D	25 29
25	30	105D	25 30
26	29	105D	26 29
26	30	105D	26 30
25	31	DKPU113	25 31
25	32	DKPU113	25 32
26	31	DKPU113	26 31
26	32	DKPU113	26 32
25	33	105C	25 33
25	34	105C	25 34
26	33	105C	26 33
26	34	105C	26 34
25	35	HKPR002	25 35
25	36	HKPR002	25 36
26	35	HKPR002	26 35
26	36	HKPR002	26 36
25	37	105B	25 37
25	38	105B	25 38
26	37	105B	26 37
26	38	105B	26 38
25	39	HKPR003	25 39
25	40	HKPR003	25 40
26	39	HKPR003	26 39
26	40	HKPR003	26 40
25	41	105A	25 41
25	42	105A	25 42
26	41	105A	26 41
26	42	105A	26 42
25	43	HKPR005	25 43
25	44	HKPR005	25 44
26	43	HKPR005	26 43
26	44	HKPR005	26 44
25	45	RKPU009	25 45
25	46	RKPU009	25 46
26	45	RKPU009	26 45
26	46	RKPU009	26 46
25	47	HKPR008	25 47
25	48	HKPR008	25 48
26	47	HKPR008	26 47
26	48	HKPR008	26 48
27	1	RKPR034	27 1
27	2	RKPR034	27 2
28	1	RKPR034	28 1
28	2	RKPR034	28 2
27	3	RKPB169	27 3
27	4	RKPB169	27 4
28	3	RKPB169	28 3
28	4	RKPB169	28 4
27	5	RKPR035	27 5
27	6	RKPR035	27 6
28	5	RKPR035	28 5
28	6	RKPR035	28 6
27	7	DKPU107	27 7
27	8	DKPU107	27 8
28	7	DKPU107	28 7
28	8	DKPU107	28 8
27	9	RKPR036	27 9
27	10	RKPR036	27 10
28	9	RKPR036	28 9
28	10	RKPR036	28 10
27	11	RKPB227	27 11
27	12	RKPB227	27 12
28	11	RKPB227	28 11
28	12	RKPB227	28 12
27	13	RKPR037	27 13
27	14	RKPR037	27 14
28	13	RKPR037	28 13
28	14	RKPR037	28 14
27	15	RKPB228	27 15
27	16	RKPB228	27 16
28	15	RKPB228	28 15
28	16	RKPB228	28 16
27	17	RKPR038	27 17
27	18	RKPR038	27 18
28	17	RKPR038	28 17
28	18	RKPR038	28 18
27	19	RKPB229	27 19
27	20	RKPB229	27 20
28	19	RKPB229	28 19
28	20	RKPB229	28 20
27	21	RKPR039	27 21
27	22	RKPR039	27 22
28	21	RKPR039	28 21
28	22	RKPR039	28 22
27	23	RKPB230	27 23
27	24	RKPB230	27 24
28	23	RKPB230	28 23
28	24	RKPB230	28 24
27	25	RKPR140	27 25
27	26	RKPR140	27 26
28	25	RKPR140	28 25
28	26	RKPR140	28 26
27	27	JKPB647	27 27
27	28	JKPB647	27 28
28	27	JKPB647	28 27
28	28	JKPB647	28 28
27	29	RKPR040	27 29
27	30	RKPR040	27 30
28	29	RKPR040	28 29
28	30	RKPR040	28 30
27	31	RKPB285	27 31
27	32	RKPB285	27 32
28	31	RKPB285	28 31
28	32	RKPB285	28 32
27	33	RKPR041	27 33
27	34	RKPR041	27 34
28	33	RKPR041	28 33
28	34	RKPR041	28 34
27	35	RKPB288	27 35
27	36	RKPB288	27 36
28	35	RKPB288	28 35
28	36	RKPB288	28 36
27	37	RKPR043	27 37
27	38	RKPR043	27 38
28	37	RKPR043	28 37
28	38	RKPR043	28 38
27	39	RKPB289	27 39
27	40	RKPB289	27 40
28	39	RKPB289	28 39
28	40	RKPB289	28 40
27	41	RKPR047	27 41
27	42	RKPR047	27 42
28	41	RKPR047	28 41
28	42	RKPR047	28 42
27	43	RKPB291	27 43
27	44	RKPB291	27 44
28	43	RKPB291	28 43
28	44	RKPB291	28 44
27	45	RKPR048	27 45
27	46	RKPR048	27 46
28	45	RKPR048	28 45
28	46	RKPR048	28 46
27	47	RKPB294	27 47
27	48	RKPB294	27 48
28	47	RKPB294	28 47
28	48	RKPB294	28 48
29	1	199	29 1
29	2	199	29 2
30	1	199	30 1
30	2	199	30 2
29	3	HKPR009	29 3
29	4	HKPR009	29 4
30	3	HKPR009	30 3
30	4	HKPR009	30 4
29	5	197	29 5
29	6	197	29 6
30	5	197	30 5
30	6	197	30 6
29	7	HKPR014	29 7
29	8	HKPR014	29 8
30	7	HKPR014	30 7
30	8	HKPR014	30 8
29	9	196	29 9
29	10	196	29 10
30	9	196	30 9
30	10	196	30 10
29	11	RKPU142	29 11
29	12	RKPU142	29 12
30	11	RKPU142	30 11
30	12	RKPU142	30 12
29	13	191	29 13
29	14	191	29 14
30	13	191	30 13
30	14	191	30 14
29	15	HKPR030	29 15
29	16	HKPR030	29 16
30	15	HKPR030	30 15
30	16	HKPR030	30 16
29	17	184	29 17
29	18	184	29 18
30	17	184	30 17
30	18	184	30 18
29	19	HKPR032	29 19
29	20	HKPR032	29 20
30	19	HKPR032	30 19
30	20	HKPR032	30 20
29	21	171	29 21
29	22	171	29 22
30	21	171	30 21
30	22	171	30 22
29	23	HKPU014	29 23
29	24	HKPU014	29 24
30	23	HKPU014	30 23
30	24	HKPU014	30 24
29	25	DKPU066	29 25
29	26	DKPU066	29 26
30	25	DKPU066	30 25
30	26	DKPU066	30 26
29	27	HKPU028	29 27
29	28	HKPU028	29 28
30	27	HKPU028	30 27
30	28	HKPU028	30 28
29	29	169	29 29
29	30	169	29 30
30	29	169	30 29
30	30	169	30 30
29	31	HKPU040	29 31
29	32	HKPU040	29 32
30	31	HKPU040	30 31
30	32	HKPU040	30 32
29	33	166	29 33
29	34	166	29 34
30	33	166	30 33
30	34	166	30 34
29	35	HKPU083	29 35
29	36	HKPU083	29 36
30	35	HKPU083	30 35
30	36	HKPU083	30 36
29	37	164	29 37
29	38	164	29 38
30	37	164	30 37
30	38	164	30 38
29	39	HKPU087	29 39
29	40	HKPU087	29 40
30	39	HKPU087	30 39
30	40	HKPU087	30 40
29	41	163	29 41
29	42	163	29 42
30	41	163	30 41
30	42	163	30 42
29	43	MKPU048	29 43
29	44	MKPU048	29 44
30	43	MKPU048	30 43
30	44	MKPU048	30 44
29	45	159	29 45
29	46	159	29 46
30	45	159	30 45
30	46	159	30 46
29	47	MKPU261	29 47
29	48	MKPU261	29 48
30	47	MKPU261	30 47
30	48	MKPU261	30 48
31	1	RKPR049	31 1
31	2	RKPR049	31 2
32	1	RKPR049	32 1
32	2	RKPR049	32 2
31	3	HKPU091	31 3
31	4	HKPU091	31 4
32	3	HKPU091	32 3
32	4	HKPU091	32 4
31	5	RKPR050	31 5
31	6	RKPR050	31 6
32	5	RKPR050	32 5
32	6	RKPR050	32 6
31	7	MKPB027	31 7
31	8	MKPB027	31 8
32	7	MKPB027	32 7
32	8	MKPB027	32 8
31	9	RKPR051	31 9
31	10	RKPR051	31 10
32	9	RKPR051	32 9
32	10	RKPR051	32 10
31	11	RKPB302	31 11
31	12	RKPB302	31 12
32	11	RKPB302	32 11
32	12	RKPB302	32 12
31	13	RKPR052	31 13
31	14	RKPR052	31 14
32	13	RKPR052	32 13
32	14	RKPR052	32 14
31	15	MKPU069	31 15
31	16	MKPU069	31 16
32	15	MKPU069	32 15
32	16	MKPU069	32 16
31	17	RKPR054	31 17
31	18	RKPR054	31 18
32	17	RKPR054	32 17
32	18	RKPR054	32 18
31	19	RKPB418	31 19
31	20	RKPB418	31 20
32	19	RKPB418	32 19
32	20	RKPB418	32 20
31	21	RKPR055	31 21
31	22	RKPR055	31 22
32	21	RKPR055	32 21
32	22	RKPR055	32 22
31	23	MKPB034	31 23
31	24	MKPB034	31 24
32	23	MKPB034	32 23
32	24	MKPB034	32 24
31	25	RKPR056	31 25
31	26	RKPR056	31 26
32	25	RKPR056	32 25
32	26	RKPR056	32 26
31	27	MKPU094	31 27
31	28	MKPU094	31 28
32	27	MKPU094	32 27
32	28	MKPU094	32 28
31	29	MKP103	31 29
31	30	MKP103	31 30
32	29	MKP103	32 29
32	30	MKP103	32 30
31	31	MKPB022	31 31
31	32	MKPB022	31 32
32	31	MKPB022	32 31
32	32	MKPB022	32 32
31	33	RKPR058	31 33
31	34	RKPR058	31 34
32	33	RKPR058	32 33
32	34	RKPR058	32 34
31	35	MKPB036	31 35
31	36	MKPB036	31 36
32	35	MKPB036	32 35
32	36	MKPB036	32 36
31	37	RKPR059	31 37
31	38	RKPR059	31 38
32	37	RKPR059	32 37
32	38	RKPR059	32 38
31	39	MKPB003	31 39
31	40	MKPB003	31 40
32	39	MKPB003	32 39
32	40	MKPB003	32 40
31	41	RKPR060	31 41
31	42	RKPR060	31 42
32	41	RKPR060	32 41
32	42	RKPR060	32 42
31	43	MKPB025	31 43
31	44	MKPB025	31 44
32	43	MKPB025	32 43
32	44	MKPB025	32 44
31	45	RKPR061	31 45
31	46	RKPR061	31 46
32	45	RKPR061	32 45
32	46	RKPR061	32 46
31	47	MKPB007	31 47
31	48	MKPB007	31 48
32	47	MKPB007	32 47
32	48	MKPB007	32 48
